,0
0,"2018-05-01,AHMEDABAD,0"
1,"2018-05-02,AHMEDABAD,30.0"
2,"2018-05-03,AHMEDABAD,30.0"
3,"2018-05-04,AHMEDABAD,40.0"
4,"2018-05-05,AHMEDABAD,30.0"
5,"2018-05-06,AHMEDABAD,0"
6,"2018-05-07,AHMEDABAD,30.0"
7,"2018-05-08,AHMEDABAD,30.0"
8,"2018-05-09,AHMEDABAD,35.0"
9,"2018-05-10,AHMEDABAD,30.0"
10,"2018-05-11,AHMEDABAD,30.0"
11,"2018-05-12,AHMEDABAD,40.0"
12,"2018-05-13,AHMEDABAD,0"
13,"2018-05-14,AHMEDABAD,40.0"
14,"2018-05-15,AHMEDABAD,40.0"
15,"2018-05-16,AHMEDABAD,40.0"
16,"2018-05-17,AHMEDABAD,40.0"
17,"2018-05-18,AHMEDABAD,40.0"
18,"2018-05-19,AHMEDABAD,40.0"
19,"2018-05-20,AHMEDABAD,0"
20,"2018-05-21,AHMEDABAD,0"
21,"2018-05-22,AHMEDABAD,40.0"
22,"2018-05-23,AHMEDABAD,40.0"
23,"2018-05-24,AHMEDABAD,0"
24,"2018-05-25,AHMEDABAD,50.0"
25,"2018-05-26,AHMEDABAD,50.0"
26,"2018-05-27,AHMEDABAD,0"
27,"2018-05-28,AHMEDABAD,50.0"
28,"2018-05-29,AHMEDABAD,50.0"
29,"2018-05-30,AHMEDABAD,50.0"
30,"2018-05-31,AHMEDABAD,60.0"
