,0
0,"2016-06-01,AHMEDABAD,40.0"
1,"2016-06-02,AHMEDABAD,40.0"
2,"2016-06-03,AHMEDABAD,40.0"
3,"2016-06-04,AHMEDABAD,40.0"
4,"2016-06-05,AHMEDABAD,0"
5,"2016-06-06,AHMEDABAD,40.0"
6,"2016-06-07,AHMEDABAD,45.0"
7,"2016-06-08,AHMEDABAD,40.0"
8,"2016-06-09,AHMEDABAD,40.0"
9,"2016-06-10,AHMEDABAD,40.0"
10,"2016-06-11,AHMEDABAD,35.0"
11,"2016-06-12,AHMEDABAD,0"
12,"2016-06-13,AHMEDABAD,40.0"
13,"2016-06-14,AHMEDABAD,35.0"
14,"2016-06-15,AHMEDABAD,50.0"
15,"2016-06-16,AHMEDABAD,50.0"
16,"2016-06-17,AHMEDABAD,50.0"
17,"2016-06-18,AHMEDABAD,60.0"
18,"2016-06-19,AHMEDABAD,0"
19,"2016-06-20,AHMEDABAD,45.0"
20,"2016-06-21,AHMEDABAD,40.0"
21,"2016-06-22,AHMEDABAD,50.0"
22,"2016-06-23,AHMEDABAD,50.0"
23,"2016-06-24,AHMEDABAD,40.0"
24,"2016-06-25,AHMEDABAD,40.0"
25,"2016-06-26,AHMEDABAD,0"
26,"2016-06-27,AHMEDABAD,50.0"
27,"2016-06-28,AHMEDABAD,40.0"
28,"2016-06-29,AHMEDABAD,50.0"
29,"2016-06-30,AHMEDABAD,50.0"
