,0
0,"2016-01-01,AHMEDABAD,30.0"
1,"2016-01-02,AHMEDABAD,30.0"
2,"2016-01-03,AHMEDABAD,0"
3,"2016-01-04,AHMEDABAD,30.0"
4,"2016-01-05,AHMEDABAD,30.0"
5,"2016-01-06,AHMEDABAD,30.0"
6,"2016-01-07,AHMEDABAD,30.0"
7,"2016-01-08,AHMEDABAD,30.0"
8,"2016-01-09,AHMEDABAD,30.0"
9,"2016-01-10,AHMEDABAD,0"
10,"2016-01-11,AHMEDABAD,30.0"
11,"2016-01-12,AHMEDABAD,30.0"
12,"2016-01-13,AHMEDABAD,30.0"
13,"2016-01-14,AHMEDABAD,0"
14,"2016-01-15,AHMEDABAD,25.0"
15,"2016-01-16,AHMEDABAD,30.0"
16,"2016-01-17,AHMEDABAD,0"
17,"2016-01-18,AHMEDABAD,30.0"
18,"2016-01-19,AHMEDABAD,25.0"
19,"2016-01-20,AHMEDABAD,18.0"
20,"2016-01-21,AHMEDABAD,25.0"
21,"2016-01-22,AHMEDABAD,20.0"
22,"2016-01-23,AHMEDABAD,20.0"
23,"2016-01-24,AHMEDABAD,0"
24,"2016-01-25,AHMEDABAD,20.0"
25,"2016-01-26,AHMEDABAD,0"
26,"2016-01-27,AHMEDABAD,25.0"
27,"2016-01-28,AHMEDABAD,20.0"
28,"2016-01-29,AHMEDABAD,20.0"
29,"2016-01-30,AHMEDABAD,30.0"
30,"2016-01-31,AHMEDABAD,0"
