,0
0,"2020-02-01,AHMEDABAD,15.0"
1,"2020-02-02,AHMEDABAD,0"
2,"2020-02-03,AHMEDABAD,0"
3,"2020-02-04,AHMEDABAD,15.0"
4,"2020-02-05,AHMEDABAD,15.0"
5,"2020-02-06,AHMEDABAD,15.0"
6,"2020-02-07,AHMEDABAD,15.0"
7,"2020-02-08,AHMEDABAD,0"
8,"2020-02-09,AHMEDABAD,0"
9,"2020-02-10,AHMEDABAD,15.0"
10,"2020-02-11,AHMEDABAD,20.0"
11,"2020-02-12,AHMEDABAD,15.0"
12,"2020-02-13,AHMEDABAD,15.0"
13,"2020-02-14,AHMEDABAD,15.0"
14,"2020-02-15,AHMEDABAD,15.0"
15,"2020-02-16,AHMEDABAD,0"
16,"2020-02-17,AHMEDABAD,15.0"
17,"2020-02-18,AHMEDABAD,15.0"
18,"2020-02-19,AHMEDABAD,15.0"
19,"2020-02-20,AHMEDABAD,0"
20,"2020-02-21,AHMEDABAD,15.0"
21,"2020-02-22,AHMEDABAD,0"
22,"2020-02-23,AHMEDABAD,0"
23,"2020-02-24,AHMEDABAD,20.0"
24,"2020-02-25,AHMEDABAD,20.0"
25,"2020-02-26,AHMEDABAD,15.0"
26,"2020-02-27,AHMEDABAD,20.0"
27,"2020-02-28,AHMEDABAD,18.0"
28,"2020-02-29,AHMEDABAD,15.0"
