,0
0,"2017-12-01,AHMEDABAD,40.0"
1,"2017-12-02,AHMEDABAD,0"
2,"2017-12-03,AHMEDABAD,0"
3,"2017-12-04,AHMEDABAD,40.0"
4,"2017-12-05,AHMEDABAD,40.0"
5,"2017-12-06,AHMEDABAD,40.0"
6,"2017-12-07,AHMEDABAD,40.0"
7,"2017-12-08,AHMEDABAD,40.0"
8,"2017-12-09,AHMEDABAD,40.0"
9,"2017-12-10,AHMEDABAD,0"
10,"2017-12-11,AHMEDABAD,0"
11,"2017-12-12,AHMEDABAD,40.0"
12,"2017-12-13,AHMEDABAD,40.0"
13,"2017-12-14,AHMEDABAD,0"
14,"2017-12-15,AHMEDABAD,40.0"
15,"2017-12-16,AHMEDABAD,40.0"
16,"2017-12-17,AHMEDABAD,0"
17,"2017-12-18,AHMEDABAD,30.0"
18,"2017-12-19,AHMEDABAD,30.0"
19,"2017-12-20,AHMEDABAD,30.0"
20,"2017-12-21,AHMEDABAD,25.0"
21,"2017-12-22,AHMEDABAD,30.0"
22,"2017-12-23,AHMEDABAD,35.0"
23,"2017-12-24,AHMEDABAD,0"
24,"2017-12-25,AHMEDABAD,0"
25,"2017-12-26,AHMEDABAD,30.0"
26,"2017-12-27,AHMEDABAD,40.0"
27,"2017-12-28,AHMEDABAD,0"
28,"2017-12-29,AHMEDABAD,30.0"
29,"2017-12-30,AHMEDABAD,30.0"
30,"2017-12-31,AHMEDABAD,0"
