,0
0,"2019-11-01,AHMEDABAD,40.0"
1,"2019-11-02,AHMEDABAD,50.0"
2,"2019-11-03,AHMEDABAD,0"
3,"2019-11-04,AHMEDABAD,50.0"
4,"2019-11-05,AHMEDABAD,40.0"
5,"2019-11-06,AHMEDABAD,50.0"
6,"2019-11-07,AHMEDABAD,50.0"
7,"2019-11-08,AHMEDABAD,50.0"
8,"2019-11-09,AHMEDABAD,50.0"
9,"2019-11-10,AHMEDABAD,0"
10,"2019-11-11,AHMEDABAD,50.0"
11,"2019-11-12,AHMEDABAD,0"
12,"2019-11-13,AHMEDABAD,50.0"
13,"2019-11-14,AHMEDABAD,50.0"
14,"2019-11-15,AHMEDABAD,0"
15,"2019-11-16,AHMEDABAD,50.0"
16,"2019-11-17,AHMEDABAD,0"
17,"2019-11-18,AHMEDABAD,50.0"
18,"2019-11-19,AHMEDABAD,50.0"
19,"2019-11-20,AHMEDABAD,0"
20,"2019-11-21,AHMEDABAD,50.0"
21,"2019-11-22,AHMEDABAD,50.0"
22,"2019-11-23,AHMEDABAD,50.0"
23,"2019-11-24,AHMEDABAD,0"
24,"2019-11-25,AHMEDABAD,50.0"
25,"2019-11-26,AHMEDABAD,50.0"
26,"2019-11-27,AHMEDABAD,40.0"
27,"2019-11-28,AHMEDABAD,50.0"
28,"2019-11-29,AHMEDABAD,50.0"
29,"2019-11-30,AHMEDABAD,50.0"
