,0
0,"2018-02-01,AHMEDABAD,25.0"
1,"2018-02-02,AHMEDABAD,25.0"
2,"2018-02-03,AHMEDABAD,16.0"
3,"2018-02-04,AHMEDABAD,0"
4,"2018-02-05,AHMEDABAD,25.0"
5,"2018-02-06,AHMEDABAD,20.0"
6,"2018-02-07,AHMEDABAD,20.0"
7,"2018-02-08,AHMEDABAD,20.0"
8,"2018-02-09,AHMEDABAD,25.0"
9,"2018-02-10,AHMEDABAD,25.0"
10,"2018-02-11,AHMEDABAD,0"
11,"2018-02-12,AHMEDABAD,25.0"
12,"2018-02-13,AHMEDABAD,0"
13,"2018-02-14,AHMEDABAD,30.0"
14,"2018-02-15,AHMEDABAD,20.0"
15,"2018-02-16,AHMEDABAD,20.0"
16,"2018-02-17,AHMEDABAD,20.0"
17,"2018-02-18,AHMEDABAD,0"
18,"2018-02-19,AHMEDABAD,25.0"
19,"2018-02-20,AHMEDABAD,25.0"
20,"2018-02-21,AHMEDABAD,25.0"
21,"2018-02-22,AHMEDABAD,25.0"
22,"2018-02-23,AHMEDABAD,30.0"
23,"2018-02-24,AHMEDABAD,25.0"
24,"2018-02-25,AHMEDABAD,0"
25,"2018-02-26,AHMEDABAD,30.0"
26,"2018-02-27,AHMEDABAD,30.0"
27,"2018-02-28,AHMEDABAD,25.0"
