,0
0,"2019-03-01,AHMEDABAD,20.0"
1,"2019-03-02,AHMEDABAD,20.0"
2,"2019-03-03,AHMEDABAD,0"
3,"2019-03-04,AHMEDABAD,0"
4,"2019-03-05,AHMEDABAD,0"
5,"2019-03-06,AHMEDABAD,0"
6,"2019-03-07,AHMEDABAD,0"
7,"2019-03-08,AHMEDABAD,30.0"
8,"2019-03-09,AHMEDABAD,0"
9,"2019-03-10,AHMEDABAD,0"
10,"2019-03-11,AHMEDABAD,25.0"
11,"2019-03-12,AHMEDABAD,25.0"
12,"2019-03-13,AHMEDABAD,0"
13,"2019-03-14,AHMEDABAD,25.0"
14,"2019-03-15,AHMEDABAD,25.0"
15,"2019-03-16,AHMEDABAD,0"
16,"2019-03-17,AHMEDABAD,0"
17,"2019-03-18,AHMEDABAD,30.0"
18,"2019-03-19,AHMEDABAD,0"
19,"2019-03-20,AHMEDABAD,0"
20,"2019-03-21,AHMEDABAD,0"
21,"2019-03-22,AHMEDABAD,0"
22,"2019-03-23,AHMEDABAD,0"
23,"2019-03-24,AHMEDABAD,0"
24,"2019-03-25,AHMEDABAD,30.0"
25,"2019-03-26,AHMEDABAD,30.0"
26,"2019-03-27,AHMEDABAD,0"
27,"2019-03-28,AHMEDABAD,40.0"
28,"2019-03-29,AHMEDABAD,30.0"
29,"2019-03-30,AHMEDABAD,0"
30,"2019-03-31,AHMEDABAD,0"
