,0
0,"2019-12-01,AHMEDABAD,0"
1,"2019-12-02,AHMEDABAD,50.0"
2,"2019-12-03,AHMEDABAD,40.0"
3,"2019-12-04,AHMEDABAD,50.0"
4,"2019-12-05,AHMEDABAD,0"
5,"2019-12-06,AHMEDABAD,50.0"
6,"2019-12-07,AHMEDABAD,50.0"
7,"2019-12-08,AHMEDABAD,0"
8,"2019-12-09,AHMEDABAD,40.0"
9,"2019-12-10,AHMEDABAD,50.0"
10,"2019-12-11,AHMEDABAD,50.0"
11,"2019-12-12,AHMEDABAD,50.0"
12,"2019-12-13,AHMEDABAD,40.0"
13,"2019-12-14,AHMEDABAD,40.0"
14,"2019-12-15,AHMEDABAD,0"
15,"2019-12-16,AHMEDABAD,40.0"
16,"2019-12-17,AHMEDABAD,50.0"
17,"2019-12-18,AHMEDABAD,55.0"
18,"2019-12-19,AHMEDABAD,50.0"
19,"2019-12-20,AHMEDABAD,40.0"
20,"2019-12-21,AHMEDABAD,40.0"
21,"2019-12-22,AHMEDABAD,0"
22,"2019-12-23,AHMEDABAD,30.0"
23,"2019-12-24,AHMEDABAD,30.0"
24,"2019-12-25,AHMEDABAD,0"
25,"2019-12-26,AHMEDABAD,20.0"
26,"2019-12-27,AHMEDABAD,20.0"
27,"2019-12-28,AHMEDABAD,25.0"
28,"2019-12-29,AHMEDABAD,0"
29,"2019-12-30,AHMEDABAD,30.0"
30,"2019-12-31,AHMEDABAD,30.0"
