,0
0,"2020-07-01,AHMEDABAD,0"
1,"2020-07-02,AHMEDABAD,0"
2,"2020-07-03,AHMEDABAD,0"
3,"2020-07-04,AHMEDABAD,0"
4,"2020-07-05,AHMEDABAD,0"
5,"2020-07-06,AHMEDABAD,0"
6,"2020-07-07,AHMEDABAD,0"
7,"2020-07-08,AHMEDABAD,0"
8,"2020-07-09,AHMEDABAD,0"
9,"2020-07-10,AHMEDABAD,0"
10,"2020-07-11,AHMEDABAD,0"
11,"2020-07-12,AHMEDABAD,0"
12,"2020-07-13,AHMEDABAD,30.0"
13,"2020-07-14,AHMEDABAD,30.0"
14,"2020-07-15,AHMEDABAD,30.0"
15,"2020-07-16,AHMEDABAD,30.0"
16,"2020-07-17,AHMEDABAD,25.0"
17,"2020-07-18,AHMEDABAD,25.0"
18,"2020-07-19,AHMEDABAD,0"
19,"2020-07-20,AHMEDABAD,25.0"
20,"2020-07-21,AHMEDABAD,25.0"
21,"2020-07-22,AHMEDABAD,25.0"
22,"2020-07-23,AHMEDABAD,25.0"
23,"2020-07-24,AHMEDABAD,25.0"
24,"2020-07-25,AHMEDABAD,25.0"
25,"2020-07-26,AHMEDABAD,0"
26,"2020-07-27,AHMEDABAD,25.0"
27,"2020-07-28,AHMEDABAD,20.0"
28,"2020-07-29,AHMEDABAD,25.0"
29,"2020-07-30,AHMEDABAD,25.0"
30,"2020-07-31,AHMEDABAD,25.0"
