,0
0,"2017-08-01,AHMEDABAD,0"
1,"2017-08-02,AHMEDABAD,22.0"
2,"2017-08-03,AHMEDABAD,25.0"
3,"2017-08-04,AHMEDABAD,25.0"
4,"2017-08-05,AHMEDABAD,30.0"
5,"2017-08-06,AHMEDABAD,0"
6,"2017-08-07,AHMEDABAD,0"
7,"2017-08-08,AHMEDABAD,30.0"
8,"2017-08-09,AHMEDABAD,30.0"
9,"2017-08-10,AHMEDABAD,30.0"
10,"2017-08-11,AHMEDABAD,30.0"
11,"2017-08-12,AHMEDABAD,30.0"
12,"2017-08-13,AHMEDABAD,0"
13,"2017-08-14,AHMEDABAD,30.0"
14,"2017-08-15,AHMEDABAD,0"
15,"2017-08-16,AHMEDABAD,30.0"
16,"2017-08-17,AHMEDABAD,30.0"
17,"2017-08-18,AHMEDABAD,30.0"
18,"2017-08-19,AHMEDABAD,0"
19,"2017-08-20,AHMEDABAD,0"
20,"2017-08-21,AHMEDABAD,30.0"
21,"2017-08-22,AHMEDABAD,30.0"
22,"2017-08-23,AHMEDABAD,30.0"
23,"2017-08-24,AHMEDABAD,30.0"
24,"2017-08-25,AHMEDABAD,30.0"
25,"2017-08-26,AHMEDABAD,0"
26,"2017-08-27,AHMEDABAD,0"
27,"2017-08-28,AHMEDABAD,30.0"
28,"2017-08-29,AHMEDABAD,30.0"
29,"2017-08-30,AHMEDABAD,0"
30,"2017-08-31,AHMEDABAD,0"
