,0
0,"2019-05-01,AHMEDABAD,20.0"
1,"2019-05-02,AHMEDABAD,20.0"
2,"2019-05-03,AHMEDABAD,20.0"
3,"2019-05-04,AHMEDABAD,20.0"
4,"2019-05-05,AHMEDABAD,0"
5,"2019-05-06,AHMEDABAD,20.0"
6,"2019-05-07,AHMEDABAD,20.0"
7,"2019-05-08,AHMEDABAD,20.0"
8,"2019-05-09,AHMEDABAD,20.0"
9,"2019-05-10,AHMEDABAD,20.0"
10,"2019-05-11,AHMEDABAD,0"
11,"2019-05-12,AHMEDABAD,0"
12,"2019-05-13,AHMEDABAD,20.0"
13,"2019-05-14,AHMEDABAD,20.0"
14,"2019-05-15,AHMEDABAD,20.0"
15,"2019-05-16,AHMEDABAD,20.0"
16,"2019-05-17,AHMEDABAD,20.0"
17,"2019-05-18,AHMEDABAD,0"
18,"2019-05-19,AHMEDABAD,0"
19,"2019-05-20,AHMEDABAD,20.0"
20,"2019-05-21,AHMEDABAD,20.0"
21,"2019-05-22,AHMEDABAD,20.0"
22,"2019-05-23,AHMEDABAD,20.0"
23,"2019-05-24,AHMEDABAD,20.0"
24,"2019-05-25,AHMEDABAD,0"
25,"2019-05-26,AHMEDABAD,0"
26,"2019-05-27,AHMEDABAD,0"
27,"2019-05-28,AHMEDABAD,0"
28,"2019-05-29,AHMEDABAD,0"
29,"2019-05-30,AHMEDABAD,0"
30,"2019-05-31,AHMEDABAD,0"
