,0
0,"2017-01-01,AHMEDABAD,0"
1,"2017-01-02,AHMEDABAD,18.0"
2,"2017-01-03,AHMEDABAD,18.0"
3,"2017-01-04,AHMEDABAD,18.0"
4,"2017-01-05,AHMEDABAD,15.0"
5,"2017-01-06,AHMEDABAD,15.0"
6,"2017-01-07,AHMEDABAD,0"
7,"2017-01-08,AHMEDABAD,0"
8,"2017-01-09,AHMEDABAD,15.0"
9,"2017-01-10,AHMEDABAD,15.0"
10,"2017-01-11,AHMEDABAD,15.0"
11,"2017-01-12,AHMEDABAD,15.0"
12,"2017-01-13,AHMEDABAD,15.0"
13,"2017-01-14,AHMEDABAD,0"
14,"2017-01-15,AHMEDABAD,0"
15,"2017-01-16,AHMEDABAD,15.0"
16,"2017-01-17,AHMEDABAD,15.0"
17,"2017-01-18,AHMEDABAD,15.0"
18,"2017-01-19,AHMEDABAD,15.0"
19,"2017-01-20,AHMEDABAD,15.0"
20,"2017-01-21,AHMEDABAD,15.0"
21,"2017-01-22,AHMEDABAD,0"
22,"2017-01-23,AHMEDABAD,15.0"
23,"2017-01-24,AHMEDABAD,15.0"
24,"2017-01-25,AHMEDABAD,15.0"
25,"2017-01-26,AHMEDABAD,0"
26,"2017-01-27,AHMEDABAD,15.0"
27,"2017-01-28,AHMEDABAD,15.0"
28,"2017-01-29,AHMEDABAD,0"
29,"2017-01-30,AHMEDABAD,15.0"
30,"2017-01-31,AHMEDABAD,15.0"
