,0
0,"2019-09-01,AHMEDABAD,0"
1,"2019-09-02,AHMEDABAD,0"
2,"2019-09-03,AHMEDABAD,35.0"
3,"2019-09-04,AHMEDABAD,35.0"
4,"2019-09-05,AHMEDABAD,35.0"
5,"2019-09-06,AHMEDABAD,35.0"
6,"2019-09-07,AHMEDABAD,35.0"
7,"2019-09-08,AHMEDABAD,0"
8,"2019-09-09,AHMEDABAD,35.0"
9,"2019-09-10,AHMEDABAD,0"
10,"2019-09-11,AHMEDABAD,35.0"
11,"2019-09-12,AHMEDABAD,35.0"
12,"2019-09-13,AHMEDABAD,40.0"
13,"2019-09-14,AHMEDABAD,40.0"
14,"2019-09-15,AHMEDABAD,0"
15,"2019-09-16,AHMEDABAD,40.0"
16,"2019-09-17,AHMEDABAD,45.0"
17,"2019-09-18,AHMEDABAD,0"
18,"2019-09-19,AHMEDABAD,45.0"
19,"2019-09-20,AHMEDABAD,50.0"
20,"2019-09-21,AHMEDABAD,60.0"
21,"2019-09-22,AHMEDABAD,0"
22,"2019-09-23,AHMEDABAD,50.0"
23,"2019-09-24,AHMEDABAD,60.0"
24,"2019-09-25,AHMEDABAD,70.0"
25,"2019-09-26,AHMEDABAD,75.0"
26,"2019-09-27,AHMEDABAD,70.0"
27,"2019-09-28,AHMEDABAD,70.0"
28,"2019-09-29,AHMEDABAD,0"
29,"2019-09-30,AHMEDABAD,70.0"
