,0
0,"2018-11-01,AHMEDABAD,0"
1,"2018-11-02,AHMEDABAD,25.0"
2,"2018-11-03,AHMEDABAD,0"
3,"2018-11-04,AHMEDABAD,0"
4,"2018-11-05,AHMEDABAD,25.0"
5,"2018-11-06,AHMEDABAD,25.0"
6,"2018-11-07,AHMEDABAD,0"
7,"2018-11-08,AHMEDABAD,0"
8,"2018-11-09,AHMEDABAD,0"
9,"2018-11-10,AHMEDABAD,0"
10,"2018-11-11,AHMEDABAD,0"
11,"2018-11-12,AHMEDABAD,0"
12,"2018-11-13,AHMEDABAD,0"
13,"2018-11-14,AHMEDABAD,0"
14,"2018-11-15,AHMEDABAD,0"
15,"2018-11-16,AHMEDABAD,25.0"
16,"2018-11-17,AHMEDABAD,0"
17,"2018-11-18,AHMEDABAD,0"
18,"2018-11-19,AHMEDABAD,0"
19,"2018-11-20,AHMEDABAD,0"
20,"2018-11-21,AHMEDABAD,0"
21,"2018-11-22,AHMEDABAD,25.0"
22,"2018-11-23,AHMEDABAD,0"
23,"2018-11-24,AHMEDABAD,0"
24,"2018-11-25,AHMEDABAD,0"
25,"2018-11-26,AHMEDABAD,20.0"
26,"2018-11-27,AHMEDABAD,20.0"
27,"2018-11-28,AHMEDABAD,0"
28,"2018-11-29,AHMEDABAD,0"
29,"2018-11-30,AHMEDABAD,0"
