Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Kekri,29/10/2018,15,Bengal Gram (Split),3450,3960,3785,
Pipar City,29/10/2018,165.3,Bengal Gram (Split),6975,6975,6975,
,30/10/2018,92.1,Bengal Gram (Split),6975,6975,6975,
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Kekri,29/10/2018,15,Bengal Gram (Split),3450,3960,3785,
Pipar City,29/10/2018,165.3,Bengal Gram (Split),6975,6975,6975,
,30/10/2018,92.1,Bengal Gram (Split),6975,6975,6975,
