Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Pipar City,11/02/2019,3,Bengal Gram (Split),4750,5250,4850,
,24/02/2019,3.5,Bengal Gram (Split),4750,5200,4850,
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Pipar City,11/02/2019,3,Bengal Gram (Split),4750,5250,4850,
,24/02/2019,3.5,Bengal Gram (Split),4750,5200,4850,
