Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Kekri,18/08/2018,55, ,NR,NR,NR,
Ridmalsar,30/08/2018,0.2,Bengal Gram (Split),3771,3771,3771,
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Kekri,18/08/2018,55, ,NR,NR,NR,
Ridmalsar,30/08/2018,0.2,Bengal Gram (Split),3771,3771,3771,
