,0
0,"2020-03-01,AMRITSAR,0"
1,"2020-03-02,AMRITSAR,20.0"
2,"2020-03-03,AMRITSAR,20.0"
3,"2020-03-04,AMRITSAR,30.0"
4,"2020-03-05,AMRITSAR,40.0"
5,"2020-03-06,AMRITSAR,40.0"
6,"2020-03-07,AMRITSAR,40.0"
7,"2020-03-08,AMRITSAR,0"
8,"2020-03-09,AMRITSAR,40.0"
9,"2020-03-10,AMRITSAR,0"
10,"2020-03-11,AMRITSAR,0"
11,"2020-03-12,AMRITSAR,0"
12,"2020-03-13,AMRITSAR,0"
13,"2020-03-14,AMRITSAR,0"
14,"2020-03-15,AMRITSAR,0"
15,"2020-03-16,AMRITSAR,40.0"
16,"2020-03-17,AMRITSAR,20.0"
17,"2020-03-18,AMRITSAR,40.0"
18,"2020-03-19,AMRITSAR,40.0"
19,"2020-03-20,AMRITSAR,40.0"
20,"2020-03-21,AMRITSAR,40.0"
21,"2020-03-22,AMRITSAR,0"
22,"2020-03-23,AMRITSAR,0"
23,"2020-03-24,AMRITSAR,0"
24,"2020-03-25,AMRITSAR,0"
25,"2020-03-26,AMRITSAR,0"
26,"2020-03-27,AMRITSAR,0"
27,"2020-03-28,AMRITSAR,0"
28,"2020-03-29,AMRITSAR,0"
29,"2020-03-30,AMRITSAR,0"
30,"2020-03-31,AMRITSAR,0"
