,0
0,"2020-01-01,AMRITSAR,30.0"
1,"2020-01-02,AMRITSAR,30.0"
2,"2020-01-03,AMRITSAR,30.0"
3,"2020-01-04,AMRITSAR,40.0"
4,"2020-01-05,AMRITSAR,0"
5,"2020-01-06,AMRITSAR,40.0"
6,"2020-01-07,AMRITSAR,40.0"
7,"2020-01-08,AMRITSAR,30.0"
8,"2020-01-09,AMRITSAR,20.0"
9,"2020-01-10,AMRITSAR,40.0"
10,"2020-01-11,AMRITSAR,30.0"
11,"2020-01-12,AMRITSAR,0"
12,"2020-01-13,AMRITSAR,20.0"
13,"2020-01-14,AMRITSAR,15.0"
14,"2020-01-15,AMRITSAR,20.0"
15,"2020-01-16,AMRITSAR,20.0"
16,"2020-01-17,AMRITSAR,20.0"
17,"2020-01-18,AMRITSAR,15.0"
18,"2020-01-19,AMRITSAR,0"
19,"2020-01-20,AMRITSAR,20.0"
20,"2020-01-21,AMRITSAR,20.0"
21,"2020-01-22,AMRITSAR,20.0"
22,"2020-01-23,AMRITSAR,50.0"
23,"2020-01-24,AMRITSAR,15.0"
24,"2020-01-25,AMRITSAR,15.0"
25,"2020-01-26,AMRITSAR,0"
26,"2020-01-27,AMRITSAR,15.0"
27,"2020-01-28,AMRITSAR,15.0"
28,"2020-01-29,AMRITSAR,15.0"
29,"2020-01-30,AMRITSAR,0"
30,"2020-01-31,AMRITSAR,20.0"
