,0
0,"2018-03-01,AMRITSAR,15.0"
1,"2018-03-02,AMRITSAR,0"
2,"2018-03-03,AMRITSAR,15.0"
3,"2018-03-04,AMRITSAR,0"
4,"2018-03-05,AMRITSAR,15.0"
5,"2018-03-06,AMRITSAR,10.0"
6,"2018-03-07,AMRITSAR,10.0"
7,"2018-03-08,AMRITSAR,10.0"
8,"2018-03-09,AMRITSAR,10.0"
9,"2018-03-10,AMRITSAR,15.0"
10,"2018-03-11,AMRITSAR,0"
11,"2018-03-12,AMRITSAR,10.0"
12,"2018-03-13,AMRITSAR,10.0"
13,"2018-03-14,AMRITSAR,10.0"
14,"2018-03-15,AMRITSAR,10.0"
15,"2018-03-16,AMRITSAR,5.0"
16,"2018-03-17,AMRITSAR,10.0"
17,"2018-03-18,AMRITSAR,0"
18,"2018-03-19,AMRITSAR,10.0"
19,"2018-03-20,AMRITSAR,10.0"
20,"2018-03-21,AMRITSAR,10.0"
21,"2018-03-22,AMRITSAR,10.0"
22,"2018-03-23,AMRITSAR,10.0"
23,"2018-03-24,AMRITSAR,15.0"
24,"2018-03-25,AMRITSAR,0"
25,"2018-03-26,AMRITSAR,15.0"
26,"2018-03-27,AMRITSAR,15.0"
27,"2018-03-28,AMRITSAR,20.0"
28,"2018-03-29,AMRITSAR,0"
29,"2018-03-30,AMRITSAR,0"
30,"2018-03-31,AMRITSAR,20.0"
