,0
0,"2016-05-01,AMRITSAR,0"
1,"2016-05-02,AMRITSAR,0"
2,"2016-05-03,AMRITSAR,60.0"
3,"2016-05-04,AMRITSAR,0"
4,"2016-05-05,AMRITSAR,0"
5,"2016-05-06,AMRITSAR,0"
6,"2016-05-07,AMRITSAR,0"
7,"2016-05-08,AMRITSAR,0"
8,"2016-05-09,AMRITSAR,0"
9,"2016-05-10,AMRITSAR,0"
10,"2016-05-11,AMRITSAR,0"
11,"2016-05-12,AMRITSAR,0"
12,"2016-05-13,AMRITSAR,0"
13,"2016-05-14,AMRITSAR,0"
14,"2016-05-15,AMRITSAR,0"
15,"2016-05-16,AMRITSAR,0"
16,"2016-05-17,AMRITSAR,0"
17,"2016-05-18,AMRITSAR,0"
18,"2016-05-19,AMRITSAR,0"
19,"2016-05-20,AMRITSAR,0"
20,"2016-05-21,AMRITSAR,0"
21,"2016-05-22,AMRITSAR,0"
22,"2016-05-23,AMRITSAR,0"
23,"2016-05-24,AMRITSAR,0"
24,"2016-05-25,AMRITSAR,0"
25,"2016-05-26,AMRITSAR,0"
26,"2016-05-27,AMRITSAR,0"
27,"2016-05-28,AMRITSAR,0"
28,"2016-05-29,AMRITSAR,0"
29,"2016-05-30,AMRITSAR,0"
30,"2016-05-31,AMRITSAR,0"
