,0
0,"2018-10-01,AMRITSAR,50.0"
1,"2018-10-02,AMRITSAR,0"
2,"2018-10-03,AMRITSAR,40.0"
3,"2018-10-04,AMRITSAR,50.0"
4,"2018-10-05,AMRITSAR,40.0"
5,"2018-10-06,AMRITSAR,50.0"
6,"2018-10-07,AMRITSAR,0"
7,"2018-10-08,AMRITSAR,50.0"
8,"2018-10-09,AMRITSAR,40.0"
9,"2018-10-10,AMRITSAR,50.0"
10,"2018-10-11,AMRITSAR,50.0"
11,"2018-10-12,AMRITSAR,50.0"
12,"2018-10-13,AMRITSAR,50.0"
13,"2018-10-14,AMRITSAR,0"
14,"2018-10-15,AMRITSAR,0"
15,"2018-10-16,AMRITSAR,0"
16,"2018-10-17,AMRITSAR,0"
17,"2018-10-18,AMRITSAR,0"
18,"2018-10-19,AMRITSAR,0"
19,"2018-10-20,AMRITSAR,40.0"
20,"2018-10-21,AMRITSAR,0"
21,"2018-10-22,AMRITSAR,40.0"
22,"2018-10-23,AMRITSAR,30.0"
23,"2018-10-24,AMRITSAR,30.0"
24,"2018-10-25,AMRITSAR,30.0"
25,"2018-10-26,AMRITSAR,25.0"
26,"2018-10-27,AMRITSAR,25.0"
27,"2018-10-28,AMRITSAR,0"
28,"2018-10-29,AMRITSAR,20.0"
29,"2018-10-30,AMRITSAR,20.0"
30,"2018-10-31,AMRITSAR,20.0"
