,0
0,"2017-01-01,AMRITSAR,0"
1,"2017-01-02,AMRITSAR,8.0"
2,"2017-01-03,AMRITSAR,5.0"
3,"2017-01-04,AMRITSAR,5.0"
4,"2017-01-05,AMRITSAR,7.0"
5,"2017-01-06,AMRITSAR,6.0"
6,"2017-01-07,AMRITSAR,6.0"
7,"2017-01-08,AMRITSAR,0"
8,"2017-01-09,AMRITSAR,6.0"
9,"2017-01-10,AMRITSAR,5.0"
10,"2017-01-11,AMRITSAR,5.0"
11,"2017-01-12,AMRITSAR,5.0"
12,"2017-01-13,AMRITSAR,7.0"
13,"2017-01-14,AMRITSAR,7.0"
14,"2017-01-15,AMRITSAR,0"
15,"2017-01-16,AMRITSAR,7.0"
16,"2017-01-17,AMRITSAR,10.0"
17,"2017-01-18,AMRITSAR,10.0"
18,"2017-01-19,AMRITSAR,10.0"
19,"2017-01-20,AMRITSAR,10.0"
20,"2017-01-21,AMRITSAR,10.0"
21,"2017-01-22,AMRITSAR,0"
22,"2017-01-23,AMRITSAR,10.0"
23,"2017-01-24,AMRITSAR,10.0"
24,"2017-01-25,AMRITSAR,10.0"
25,"2017-01-26,AMRITSAR,0"
26,"2017-01-27,AMRITSAR,10.0"
27,"2017-01-28,AMRITSAR,10.0"
28,"2017-01-29,AMRITSAR,0"
29,"2017-01-30,AMRITSAR,8.0"
30,"2017-01-31,AMRITSAR,10.0"
