,0
0,"2018-02-01,AMRITSAR,20.0"
1,"2018-02-02,AMRITSAR,20.0"
2,"2018-02-03,AMRITSAR,20.0"
3,"2018-02-04,AMRITSAR,0"
4,"2018-02-05,AMRITSAR,20.0"
5,"2018-02-06,AMRITSAR,20.0"
6,"2018-02-07,AMRITSAR,20.0"
7,"2018-02-08,AMRITSAR,15.0"
8,"2018-02-09,AMRITSAR,15.0"
9,"2018-02-10,AMRITSAR,15.0"
10,"2018-02-11,AMRITSAR,0"
11,"2018-02-12,AMRITSAR,20.0"
12,"2018-02-13,AMRITSAR,20.0"
13,"2018-02-14,AMRITSAR,0"
14,"2018-02-15,AMRITSAR,20.0"
15,"2018-02-16,AMRITSAR,20.0"
16,"2018-02-17,AMRITSAR,20.0"
17,"2018-02-18,AMRITSAR,0"
18,"2018-02-19,AMRITSAR,20.0"
19,"2018-02-20,AMRITSAR,20.0"
20,"2018-02-21,AMRITSAR,20.0"
21,"2018-02-22,AMRITSAR,20.0"
22,"2018-02-23,AMRITSAR,20.0"
23,"2018-02-24,AMRITSAR,20.0"
24,"2018-02-25,AMRITSAR,0"
25,"2018-02-26,AMRITSAR,20.0"
26,"2018-02-27,AMRITSAR,15.0"
27,"2018-02-28,AMRITSAR,15.0"
