,0
0,"2016-04-01,AMRITSAR,15.0"
1,"2016-04-02,AMRITSAR,20.0"
2,"2016-04-03,AMRITSAR,0"
3,"2016-04-04,AMRITSAR,15.0"
4,"2016-04-05,AMRITSAR,15.0"
5,"2016-04-06,AMRITSAR,15.0"
6,"2016-04-07,AMRITSAR,15.0"
7,"2016-04-08,AMRITSAR,15.0"
8,"2016-04-09,AMRITSAR,15.0"
9,"2016-04-10,AMRITSAR,0"
10,"2016-04-11,AMRITSAR,100.0"
11,"2016-04-12,AMRITSAR,15.0"
12,"2016-04-13,AMRITSAR,15.0"
13,"2016-04-14,AMRITSAR,0"
14,"2016-04-15,AMRITSAR,0"
15,"2016-04-16,AMRITSAR,15.0"
16,"2016-04-17,AMRITSAR,0"
17,"2016-04-18,AMRITSAR,0"
18,"2016-04-19,AMRITSAR,0"
19,"2016-04-20,AMRITSAR,0"
20,"2016-04-21,AMRITSAR,20.0"
21,"2016-04-22,AMRITSAR,0"
22,"2016-04-23,AMRITSAR,20.0"
23,"2016-04-24,AMRITSAR,0"
24,"2016-04-25,AMRITSAR,20.0"
25,"2016-04-26,AMRITSAR,20.0"
26,"2016-04-27,AMRITSAR,20.0"
27,"2016-04-28,AMRITSAR,20.0"
28,"2016-04-29,AMRITSAR,20.0"
29,"2016-04-30,AMRITSAR,20.0"
