,0
0,"2017-03-01,AMRITSAR,0"
1,"2017-03-02,AMRITSAR,0"
2,"2017-03-03,AMRITSAR,0"
3,"2017-03-04,AMRITSAR,15.0"
4,"2017-03-05,AMRITSAR,0"
5,"2017-03-06,AMRITSAR,10.0"
6,"2017-03-07,AMRITSAR,10.0"
7,"2017-03-08,AMRITSAR,10.0"
8,"2017-03-09,AMRITSAR,10.0"
9,"2017-03-10,AMRITSAR,10.0"
10,"2017-03-11,AMRITSAR,10.0"
11,"2017-03-12,AMRITSAR,0"
12,"2017-03-13,AMRITSAR,0"
13,"2017-03-14,AMRITSAR,10.0"
14,"2017-03-15,AMRITSAR,20.0"
15,"2017-03-16,AMRITSAR,15.0"
16,"2017-03-17,AMRITSAR,15.0"
17,"2017-03-18,AMRITSAR,20.0"
18,"2017-03-19,AMRITSAR,0"
19,"2017-03-20,AMRITSAR,30.0"
20,"2017-03-21,AMRITSAR,25.0"
21,"2017-03-22,AMRITSAR,20.0"
22,"2017-03-23,AMRITSAR,20.0"
23,"2017-03-24,AMRITSAR,20.0"
24,"2017-03-25,AMRITSAR,20.0"
25,"2017-03-26,AMRITSAR,0"
26,"2017-03-27,AMRITSAR,20.0"
27,"2017-03-28,AMRITSAR,20.0"
28,"2017-03-29,AMRITSAR,15.0"
29,"2017-03-30,AMRITSAR,15.0"
30,"2017-03-31,AMRITSAR,15.0"
