,0
0,"2019-11-01,AMRITSAR,20.0"
1,"2019-11-02,AMRITSAR,20.0"
2,"2019-11-03,AMRITSAR,0"
3,"2019-11-04,AMRITSAR,20.0"
4,"2019-11-05,AMRITSAR,15.0"
5,"2019-11-06,AMRITSAR,15.0"
6,"2019-11-07,AMRITSAR,15.0"
7,"2019-11-08,AMRITSAR,15.0"
8,"2019-11-09,AMRITSAR,15.0"
9,"2019-11-10,AMRITSAR,0"
10,"2019-11-11,AMRITSAR,40.0"
11,"2019-11-12,AMRITSAR,0"
12,"2019-11-13,AMRITSAR,20.0"
13,"2019-11-14,AMRITSAR,20.0"
14,"2019-11-15,AMRITSAR,30.0"
15,"2019-11-16,AMRITSAR,30.0"
16,"2019-11-17,AMRITSAR,0"
17,"2019-11-18,AMRITSAR,20.0"
18,"2019-11-19,AMRITSAR,30.0"
19,"2019-11-20,AMRITSAR,0"
20,"2019-11-21,AMRITSAR,0"
21,"2019-11-22,AMRITSAR,0"
22,"2019-11-23,AMRITSAR,30.0"
23,"2019-11-24,AMRITSAR,0"
24,"2019-11-25,AMRITSAR,30.0"
25,"2019-11-26,AMRITSAR,30.0"
26,"2019-11-27,AMRITSAR,20.0"
27,"2019-11-28,AMRITSAR,20.0"
28,"2019-11-29,AMRITSAR,20.0"
29,"2019-11-30,AMRITSAR,20.0"
