,0
0,"2020-02-01,AMRITSAR,20.0"
1,"2020-02-02,AMRITSAR,0"
2,"2020-02-03,AMRITSAR,20.0"
3,"2020-02-04,AMRITSAR,20.0"
4,"2020-02-05,AMRITSAR,20.0"
5,"2020-02-06,AMRITSAR,40.0"
6,"2020-02-07,AMRITSAR,20.0"
7,"2020-02-08,AMRITSAR,20.0"
8,"2020-02-09,AMRITSAR,0"
9,"2020-02-10,AMRITSAR,20.0"
10,"2020-02-11,AMRITSAR,25.0"
11,"2020-02-12,AMRITSAR,25.0"
12,"2020-02-13,AMRITSAR,50.0"
13,"2020-02-14,AMRITSAR,50.0"
14,"2020-02-15,AMRITSAR,20.0"
15,"2020-02-16,AMRITSAR,0"
16,"2020-02-17,AMRITSAR,20.0"
17,"2020-02-18,AMRITSAR,20.0"
18,"2020-02-19,AMRITSAR,20.0"
19,"2020-02-20,AMRITSAR,20.0"
20,"2020-02-21,AMRITSAR,20.0"
21,"2020-02-22,AMRITSAR,20.0"
22,"2020-02-23,AMRITSAR,0"
23,"2020-02-24,AMRITSAR,20.0"
24,"2020-02-25,AMRITSAR,20.0"
25,"2020-02-26,AMRITSAR,20.0"
26,"2020-02-27,AMRITSAR,20.0"
27,"2020-02-28,AMRITSAR,15.0"
28,"2020-02-29,AMRITSAR,20.0"
