,0
0,"2018-12-01,AMRITSAR,20.0"
1,"2018-12-02,AMRITSAR,0"
2,"2018-12-03,AMRITSAR,20.0"
3,"2018-12-04,AMRITSAR,20.0"
4,"2018-12-05,AMRITSAR,20.0"
5,"2018-12-06,AMRITSAR,20.0"
6,"2018-12-07,AMRITSAR,20.0"
7,"2018-12-08,AMRITSAR,20.0"
8,"2018-12-09,AMRITSAR,0"
9,"2018-12-10,AMRITSAR,30.0"
10,"2018-12-11,AMRITSAR,30.0"
11,"2018-12-12,AMRITSAR,30.0"
12,"2018-12-13,AMRITSAR,0"
13,"2018-12-14,AMRITSAR,30.0"
14,"2018-12-15,AMRITSAR,30.0"
15,"2018-12-16,AMRITSAR,0"
16,"2018-12-17,AMRITSAR,30.0"
17,"2018-12-18,AMRITSAR,25.0"
18,"2018-12-19,AMRITSAR,25.0"
19,"2018-12-20,AMRITSAR,20.0"
20,"2018-12-21,AMRITSAR,20.0"
21,"2018-12-22,AMRITSAR,20.0"
22,"2018-12-23,AMRITSAR,0"
23,"2018-12-24,AMRITSAR,20.0"
24,"2018-12-25,AMRITSAR,0"
25,"2018-12-26,AMRITSAR,25.0"
26,"2018-12-27,AMRITSAR,20.0"
27,"2018-12-28,AMRITSAR,20.0"
28,"2018-12-29,AMRITSAR,25.0"
29,"2018-12-30,AMRITSAR,0"
30,"2018-12-31,AMRITSAR,30.0"
