,0
0,"2016-12-01,AMRITSAR,0"
1,"2016-12-02,AMRITSAR,0"
2,"2016-12-03,AMRITSAR,0"
3,"2016-12-04,AMRITSAR,0"
4,"2016-12-05,AMRITSAR,0"
5,"2016-12-06,AMRITSAR,0"
6,"2016-12-07,AMRITSAR,0"
7,"2016-12-08,AMRITSAR,0"
8,"2016-12-09,AMRITSAR,0"
9,"2016-12-10,AMRITSAR,0"
10,"2016-12-11,AMRITSAR,0"
11,"2016-12-12,AMRITSAR,0"
12,"2016-12-13,AMRITSAR,0"
13,"2016-12-14,AMRITSAR,0"
14,"2016-12-15,AMRITSAR,0"
15,"2016-12-16,AMRITSAR,0"
16,"2016-12-17,AMRITSAR,0"
17,"2016-12-18,AMRITSAR,0"
18,"2016-12-19,AMRITSAR,10.0"
19,"2016-12-20,AMRITSAR,10.0"
20,"2016-12-21,AMRITSAR,10.0"
21,"2016-12-22,AMRITSAR,10.0"
22,"2016-12-23,AMRITSAR,10.0"
23,"2016-12-24,AMRITSAR,10.0"
24,"2016-12-25,AMRITSAR,0"
25,"2016-12-26,AMRITSAR,8.0"
26,"2016-12-27,AMRITSAR,10.0"
27,"2016-12-28,AMRITSAR,10.0"
28,"2016-12-29,AMRITSAR,10.0"
29,"2016-12-30,AMRITSAR,10.0"
30,"2016-12-31,AMRITSAR,10.0"
