,0
0,"2019-04-01,AMRITSAR,20.0"
1,"2019-04-02,AMRITSAR,20.0"
2,"2019-04-03,AMRITSAR,20.0"
3,"2019-04-04,AMRITSAR,20.0"
4,"2019-04-05,AMRITSAR,20.0"
5,"2019-04-06,AMRITSAR,20.0"
6,"2019-04-07,AMRITSAR,0"
7,"2019-04-08,AMRITSAR,20.0"
8,"2019-04-09,AMRITSAR,25.0"
9,"2019-04-10,AMRITSAR,25.0"
10,"2019-04-11,AMRITSAR,25.0"
11,"2019-04-12,AMRITSAR,30.0"
12,"2019-04-13,AMRITSAR,30.0"
13,"2019-04-14,AMRITSAR,0"
14,"2019-04-15,AMRITSAR,30.0"
15,"2019-04-16,AMRITSAR,30.0"
16,"2019-04-17,AMRITSAR,0"
17,"2019-04-18,AMRITSAR,40.0"
18,"2019-04-19,AMRITSAR,0"
19,"2019-04-20,AMRITSAR,30.0"
20,"2019-04-21,AMRITSAR,0"
21,"2019-04-22,AMRITSAR,40.0"
22,"2019-04-23,AMRITSAR,40.0"
23,"2019-04-24,AMRITSAR,40.0"
24,"2019-04-25,AMRITSAR,40.0"
25,"2019-04-26,AMRITSAR,40.0"
26,"2019-04-27,AMRITSAR,40.0"
27,"2019-04-28,AMRITSAR,0"
28,"2019-04-29,AMRITSAR,40.0"
29,"2019-04-30,AMRITSAR,40.0"
