,0
0,"2016-07-01,AMRITSAR,15.0"
1,"2016-07-02,AMRITSAR,15.0"
2,"2016-07-03,AMRITSAR,0"
3,"2016-07-04,AMRITSAR,18.0"
4,"2016-07-05,AMRITSAR,18.0"
5,"2016-07-06,AMRITSAR,15.0"
6,"2016-07-07,AMRITSAR,0"
7,"2016-07-08,AMRITSAR,15.0"
8,"2016-07-09,AMRITSAR,15.0"
9,"2016-07-10,AMRITSAR,0"
10,"2016-07-11,AMRITSAR,15.0"
11,"2016-07-12,AMRITSAR,15.0"
12,"2016-07-13,AMRITSAR,15.0"
13,"2016-07-14,AMRITSAR,15.0"
14,"2016-07-15,AMRITSAR,15.0"
15,"2016-07-16,AMRITSAR,15.0"
16,"2016-07-17,AMRITSAR,0"
17,"2016-07-18,AMRITSAR,15.0"
18,"2016-07-19,AMRITSAR,15.0"
19,"2016-07-20,AMRITSAR,15.0"
20,"2016-07-21,AMRITSAR,15.0"
21,"2016-07-22,AMRITSAR,15.0"
22,"2016-07-23,AMRITSAR,15.0"
23,"2016-07-24,AMRITSAR,0"
24,"2016-07-25,AMRITSAR,0"
25,"2016-07-26,AMRITSAR,0"
26,"2016-07-27,AMRITSAR,15.0"
27,"2016-07-28,AMRITSAR,15.0"
28,"2016-07-29,AMRITSAR,15.0"
29,"2016-07-30,AMRITSAR,15.0"
30,"2016-07-31,AMRITSAR,0"
