,0
0,"2017-02-01,AMRITSAR,15.0"
1,"2017-02-02,AMRITSAR,15.0"
2,"2017-02-03,AMRITSAR,15.0"
3,"2017-02-04,AMRITSAR,0"
4,"2017-02-05,AMRITSAR,0"
5,"2017-02-06,AMRITSAR,15.0"
6,"2017-02-07,AMRITSAR,12.0"
7,"2017-02-08,AMRITSAR,15.0"
8,"2017-02-09,AMRITSAR,15.0"
9,"2017-02-10,AMRITSAR,15.0"
10,"2017-02-11,AMRITSAR,15.0"
11,"2017-02-12,AMRITSAR,0"
12,"2017-02-13,AMRITSAR,15.0"
13,"2017-02-14,AMRITSAR,20.0"
14,"2017-02-15,AMRITSAR,20.0"
15,"2017-02-16,AMRITSAR,15.0"
16,"2017-02-17,AMRITSAR,15.0"
17,"2017-02-18,AMRITSAR,20.0"
18,"2017-02-19,AMRITSAR,0"
19,"2017-02-20,AMRITSAR,20.0"
20,"2017-02-21,AMRITSAR,20.0"
21,"2017-02-22,AMRITSAR,15.0"
22,"2017-02-23,AMRITSAR,15.0"
23,"2017-02-24,AMRITSAR,0"
24,"2017-02-25,AMRITSAR,15.0"
25,"2017-02-26,AMRITSAR,0"
26,"2017-02-27,AMRITSAR,0"
27,"2017-02-28,AMRITSAR,0"
