,0
0,"2018-09-01,AMRITSAR,25.0"
1,"2018-09-02,AMRITSAR,0"
2,"2018-09-03,AMRITSAR,0"
3,"2018-09-04,AMRITSAR,30.0"
4,"2018-09-05,AMRITSAR,30.0"
5,"2018-09-06,AMRITSAR,20.0"
6,"2018-09-07,AMRITSAR,20.0"
7,"2018-09-08,AMRITSAR,20.0"
8,"2018-09-09,AMRITSAR,0"
9,"2018-09-10,AMRITSAR,20.0"
10,"2018-09-11,AMRITSAR,20.0"
11,"2018-09-12,AMRITSAR,20.0"
12,"2018-09-13,AMRITSAR,20.0"
13,"2018-09-14,AMRITSAR,20.0"
14,"2018-09-15,AMRITSAR,20.0"
15,"2018-09-16,AMRITSAR,0"
16,"2018-09-17,AMRITSAR,20.0"
17,"2018-09-18,AMRITSAR,20.0"
18,"2018-09-19,AMRITSAR,20.0"
19,"2018-09-20,AMRITSAR,20.0"
20,"2018-09-21,AMRITSAR,0"
21,"2018-09-22,AMRITSAR,20.0"
22,"2018-09-23,AMRITSAR,0"
23,"2018-09-24,AMRITSAR,20.0"
24,"2018-09-25,AMRITSAR,20.0"
25,"2018-09-26,AMRITSAR,20.0"
26,"2018-09-27,AMRITSAR,20.0"
27,"2018-09-28,AMRITSAR,20.0"
28,"2018-09-29,AMRITSAR,20.0"
29,"2018-09-30,AMRITSAR,0"
