,0
0,"2017-06-01,AMRITSAR,10.0"
1,"2017-06-02,AMRITSAR,10.0"
2,"2017-06-03,AMRITSAR,10.0"
3,"2017-06-04,AMRITSAR,0"
4,"2017-06-05,AMRITSAR,10.0"
5,"2017-06-06,AMRITSAR,10.0"
6,"2017-06-07,AMRITSAR,10.0"
7,"2017-06-08,AMRITSAR,10.0"
8,"2017-06-09,AMRITSAR,10.0"
9,"2017-06-10,AMRITSAR,0"
10,"2017-06-11,AMRITSAR,0"
11,"2017-06-12,AMRITSAR,10.0"
12,"2017-06-13,AMRITSAR,10.0"
13,"2017-06-14,AMRITSAR,10.0"
14,"2017-06-15,AMRITSAR,10.0"
15,"2017-06-16,AMRITSAR,10.0"
16,"2017-06-17,AMRITSAR,10.0"
17,"2017-06-18,AMRITSAR,0"
18,"2017-06-19,AMRITSAR,10.0"
19,"2017-06-20,AMRITSAR,20.0"
20,"2017-06-21,AMRITSAR,20.0"
21,"2017-06-22,AMRITSAR,20.0"
22,"2017-06-23,AMRITSAR,20.0"
23,"2017-06-24,AMRITSAR,20.0"
24,"2017-06-25,AMRITSAR,0"
25,"2017-06-26,AMRITSAR,0"
26,"2017-06-27,AMRITSAR,0"
27,"2017-06-28,AMRITSAR,0"
28,"2017-06-29,AMRITSAR,0"
29,"2017-06-30,AMRITSAR,0"
