,0
0,"2016-09-01,AMRITSAR,20.0"
1,"2016-09-02,AMRITSAR,20.0"
2,"2016-09-03,AMRITSAR,20.0"
3,"2016-09-04,AMRITSAR,0"
4,"2016-09-05,AMRITSAR,20.0"
5,"2016-09-06,AMRITSAR,14.0"
6,"2016-09-07,AMRITSAR,20.0"
7,"2016-09-08,AMRITSAR,20.0"
8,"2016-09-09,AMRITSAR,20.0"
9,"2016-09-10,AMRITSAR,20.0"
10,"2016-09-11,AMRITSAR,0"
11,"2016-09-12,AMRITSAR,30.0"
12,"2016-09-13,AMRITSAR,0"
13,"2016-09-14,AMRITSAR,30.0"
14,"2016-09-15,AMRITSAR,20.0"
15,"2016-09-16,AMRITSAR,20.0"
16,"2016-09-17,AMRITSAR,20.0"
17,"2016-09-18,AMRITSAR,0"
18,"2016-09-19,AMRITSAR,20.0"
19,"2016-09-20,AMRITSAR,20.0"
20,"2016-09-21,AMRITSAR,20.0"
21,"2016-09-22,AMRITSAR,20.0"
22,"2016-09-23,AMRITSAR,20.0"
23,"2016-09-24,AMRITSAR,20.0"
24,"2016-09-25,AMRITSAR,0"
25,"2016-09-26,AMRITSAR,20.0"
26,"2016-09-27,AMRITSAR,20.0"
27,"2016-09-28,AMRITSAR,20.0"
28,"2016-09-29,AMRITSAR,20.0"
29,"2016-09-30,AMRITSAR,20.0"
