,0
0,"2018-05-01,AMRITSAR,0"
1,"2018-05-02,AMRITSAR,0"
2,"2018-05-03,AMRITSAR,0"
3,"2018-05-04,AMRITSAR,0"
4,"2018-05-05,AMRITSAR,15.0"
5,"2018-05-06,AMRITSAR,0"
6,"2018-05-07,AMRITSAR,15.0"
7,"2018-05-08,AMRITSAR,10.0"
8,"2018-05-09,AMRITSAR,10.0"
9,"2018-05-10,AMRITSAR,10.0"
10,"2018-05-11,AMRITSAR,80.0"
11,"2018-05-12,AMRITSAR,10.0"
12,"2018-05-13,AMRITSAR,0"
13,"2018-05-14,AMRITSAR,10.0"
14,"2018-05-15,AMRITSAR,10.0"
15,"2018-05-16,AMRITSAR,10.0"
16,"2018-05-17,AMRITSAR,10.0"
17,"2018-05-18,AMRITSAR,7.0"
18,"2018-05-19,AMRITSAR,10.0"
19,"2018-05-20,AMRITSAR,0"
20,"2018-05-21,AMRITSAR,7.0"
21,"2018-05-22,AMRITSAR,10.0"
22,"2018-05-23,AMRITSAR,10.0"
23,"2018-05-24,AMRITSAR,10.0"
24,"2018-05-25,AMRITSAR,10.0"
25,"2018-05-26,AMRITSAR,7.0"
26,"2018-05-27,AMRITSAR,0"
27,"2018-05-28,AMRITSAR,7.0"
28,"2018-05-29,AMRITSAR,8.0"
29,"2018-05-30,AMRITSAR,10.0"
30,"2018-05-31,AMRITSAR,7.0"
