,0
0,"2017-07-01,AMRITSAR,20.0"
1,"2017-07-02,AMRITSAR,0"
2,"2017-07-03,AMRITSAR,40.0"
3,"2017-07-04,AMRITSAR,50.0"
4,"2017-07-05,AMRITSAR,50.0"
5,"2017-07-06,AMRITSAR,50.0"
6,"2017-07-07,AMRITSAR,50.0"
7,"2017-07-08,AMRITSAR,0"
8,"2017-07-09,AMRITSAR,0"
9,"2017-07-10,AMRITSAR,50.0"
10,"2017-07-11,AMRITSAR,50.0"
11,"2017-07-12,AMRITSAR,50.0"
12,"2017-07-13,AMRITSAR,50.0"
13,"2017-07-14,AMRITSAR,50.0"
14,"2017-07-15,AMRITSAR,50.0"
15,"2017-07-16,AMRITSAR,0"
16,"2017-07-17,AMRITSAR,50.0"
17,"2017-07-18,AMRITSAR,60.0"
18,"2017-07-19,AMRITSAR,60.0"
19,"2017-07-20,AMRITSAR,70.0"
20,"2017-07-21,AMRITSAR,60.0"
21,"2017-07-22,AMRITSAR,0"
22,"2017-07-23,AMRITSAR,0"
23,"2017-07-24,AMRITSAR,70.0"
24,"2017-07-25,AMRITSAR,80.0"
25,"2017-07-26,AMRITSAR,80.0"
26,"2017-07-27,AMRITSAR,80.0"
27,"2017-07-28,AMRITSAR,70.0"
28,"2017-07-29,AMRITSAR,70.0"
29,"2017-07-30,AMRITSAR,0"
30,"2017-07-31,AMRITSAR,70.0"
