,0
0,"2017-08-01,AMRITSAR,70.0"
1,"2017-08-02,AMRITSAR,70.0"
2,"2017-08-03,AMRITSAR,70.0"
3,"2017-08-04,AMRITSAR,70.0"
4,"2017-08-05,AMRITSAR,0"
5,"2017-08-06,AMRITSAR,0"
6,"2017-08-07,AMRITSAR,60.0"
7,"2017-08-08,AMRITSAR,70.0"
8,"2017-08-09,AMRITSAR,60.0"
9,"2017-08-10,AMRITSAR,60.0"
10,"2017-08-11,AMRITSAR,60.0"
11,"2017-08-12,AMRITSAR,50.0"
12,"2017-08-13,AMRITSAR,0"
13,"2017-08-14,AMRITSAR,50.0"
14,"2017-08-15,AMRITSAR,0"
15,"2017-08-16,AMRITSAR,60.0"
16,"2017-08-17,AMRITSAR,60.0"
17,"2017-08-18,AMRITSAR,60.0"
18,"2017-08-19,AMRITSAR,60.0"
19,"2017-08-20,AMRITSAR,0"
20,"2017-08-21,AMRITSAR,50.0"
21,"2017-08-22,AMRITSAR,50.0"
22,"2017-08-23,AMRITSAR,50.0"
23,"2017-08-24,AMRITSAR,60.0"
24,"2017-08-25,AMRITSAR,70.0"
25,"2017-08-26,AMRITSAR,60.0"
26,"2017-08-27,AMRITSAR,0"
27,"2017-08-28,AMRITSAR,50.0"
28,"2017-08-29,AMRITSAR,60.0"
29,"2017-08-30,AMRITSAR,60.0"
30,"2017-08-31,AMRITSAR,50.0"
