,0
0,"2016-01-01,AMRITSAR,30.0"
1,"2016-01-02,AMRITSAR,30.0"
2,"2016-01-03,AMRITSAR,0"
3,"2016-01-04,AMRITSAR,30.0"
4,"2016-01-05,AMRITSAR,30.0"
5,"2016-01-06,AMRITSAR,30.0"
6,"2016-01-07,AMRITSAR,0"
7,"2016-01-08,AMRITSAR,30.0"
8,"2016-01-09,AMRITSAR,30.0"
9,"2016-01-10,AMRITSAR,0"
10,"2016-01-11,AMRITSAR,30.0"
11,"2016-01-12,AMRITSAR,30.0"
12,"2016-01-13,AMRITSAR,30.0"
13,"2016-01-14,AMRITSAR,30.0"
14,"2016-01-15,AMRITSAR,30.0"
15,"2016-01-16,AMRITSAR,30.0"
16,"2016-01-17,AMRITSAR,0"
17,"2016-01-18,AMRITSAR,30.0"
18,"2016-01-19,AMRITSAR,20.0"
19,"2016-01-20,AMRITSAR,20.0"
20,"2016-01-21,AMRITSAR,20.0"
21,"2016-01-22,AMRITSAR,20.0"
22,"2016-01-23,AMRITSAR,20.0"
23,"2016-01-24,AMRITSAR,0"
24,"2016-01-25,AMRITSAR,20.0"
25,"2016-01-26,AMRITSAR,0"
26,"2016-01-27,AMRITSAR,20.0"
27,"2016-01-28,AMRITSAR,20.0"
28,"2016-01-29,AMRITSAR,20.0"
29,"2016-01-30,AMRITSAR,20.0"
30,"2016-01-31,AMRITSAR,0"
