Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Chittor(Rythu Bazar),02/02/2016,0.4,Green Chilly,2700,3200,3000,
,03/02/2016,0.3,Green Chilly,2700,3200,3000,
,04/02/2016,0.35,Green Chilly,2700,3200,3000,
,05/02/2016,0.4,Green Chilly,2700,3200,3000,
,06/02/2016,0.4,Green Chilly,2700,3200,3000,
,09/02/2016,0.35,Green Chilly,2700,3200,3000,
,10/02/2016,0.35,Green Chilly,2700,3200,3000,
,11/02/2016,0.3,Green Chilly,2700,3200,3000,
,12/02/2016,0.35,Green Chilly,2700,3200,3000,
,13/02/2016,0.35,Green Chilly,2700,3200,3000,
,16/02/2016,0.3,Green Chilly,2700,3200,3000,
,17/02/2016,0.4,Green Chilly,2700,3200,3000,
,18/02/2016,0.3,Green Chilly,2700,3200,3000,
,19/02/2016,0.35,Green Chilly,2700,3200,3000,
,23/02/2016,0.4,Green Chilly,2700,3200,3000,
,24/02/2016,0.4,Green Chilly,2700,3200,3000,
,26/02/2016,0.3,Green Chilly,2700,3200,3000,
,27/02/2016,0.35,Green Chilly,2700,3200,3000,
Kovvur,01/02/2016,0.1,Green Chilly,2200,2800,2400,
,02/02/2016,0.1,Green Chilly,2200,2800,2400,
,03/02/2016,0.1,Green Chilly,2200,2800,2400,
,04/02/2016,0.1,Green Chilly,2200,2900,2400,
,05/02/2016,0.1,Green Chilly,2200,2800,2400,
,06/02/2016,0.1,Green Chilly,2200,2800,2400,
,07/02/2016,0.1,Green Chilly,2200,2700,2400,
,08/02/2016,0.1,Green Chilly,2200,2700,2400,
,09/02/2016,0.1,Green Chilly,2200,2700,2400,
,10/02/2016,0.1,Green Chilly,2800,3200,3000,
,11/02/2016,0.1,Green Chilly,2400,3000,2600,
,12/02/2016,0.1,Green Chilly,2600,3200,2800,
,13/02/2016,0.1,Green Chilly,2600,3300,2800,
,14/02/2016,0.1,Green Chilly,2600,3300,2800,
,17/02/2016,0.1,Green Chilly,2800,3300,3000,
,19/02/2016,0.1,Green Chilly,2600,3300,2800,
,21/02/2016,0.1,Green Chilly,2800,3400,3000,
,22/02/2016,0.1,Green Chilly,2800,3400,3000,
,23/02/2016,0.1,Green Chilly,3200,3700,3400,
,24/02/2016,0.1,Green Chilly,3200,3700,3400,
,25/02/2016,0.1,Green Chilly,3400,4000,3600,
,26/02/2016,1,Green Chilly,3400,4000,3600,
,28/02/2016,0.1,Green Chilly,3300,3900,3500,
,29/02/2016,0.1,Green Chilly,3200,3800,3400,
Ongole(Rythu Bazar),01/02/2016,2.36,Green Chilly,2200,2400,2300,
,02/02/2016,2.41,Green Chilly,2400,2600,2500,
,03/02/2016,2.64,Green Chilly,2200,2400,2300,
,06/02/2016,2.64,Green Chilly,2200,2400,2300,
,08/02/2016,3.26,Green Chilly,2400,2800,2600,
,09/02/2016,2.63,Green Chilly,2400,2600,2500,
,10/02/2016,2.46,Green Chilly,1800,2200,2000,
,11/02/2016,2.32,Green Chilly,1800,2200,2000,
,12/02/2016,1.97,Green Chilly,2400,2600,2500,
,15/02/2016,2.43,Green Chilly,3200,3400,3300,
,17/02/2016,2.63,Green Chilly,3000,3200,3100,
,19/02/2016,2.31,Green Chilly,2800,3000,2900,
,20/02/2016,1.87,Green Chilly,2800,3000,2900,
,24/02/2016,1.64,Green Chilly,3000,3200,3100,
,29/02/2016,1.42,Green Chilly,3800,4200,4000,
Vijayawada,01/02/2016,15,Green Chilly,2400,2600,2500,
,02/02/2016,15,Green Chilly,2100,2300,2200,
,03/02/2016,15,Green Chilly,2100,2300,2200,
,04/02/2016,15,Green Chilly,1800,2000,1900,
,05/02/2016,15,Green Chilly,1600,1800,1700,
,07/02/2016,15,Green Chilly,2300,2500,2400,
,09/02/2016,15,Green Chilly,2600,2800,2700,
,10/02/2016,15,Green Chilly,2600,2800,2700,
,11/02/2016,15,Green Chilly,2700,2900,2800,
,12/02/2016,15,Green Chilly,2500,2700,2600,
,13/02/2016,15,Green Chilly,2600,2800,2700,
,14/02/2016,15,Green Chilly,2400,2600,2500,
,15/02/2016,15,Green Chilly,2700,2900,2800,
,16/02/2016,15,Green Chilly,2800,3000,2900,
,17/02/2016,15,Green Chilly,3000,3200,3100,
,18/02/2016,16,Green Chilly,3300,3500,3400,
,19/02/2016,15,Green Chilly,3200,3400,3300,
,20/02/2016,15,Green Chilly,3200,3400,3300,
,21/02/2016,15,Green Chilly,3200,3400,3300,
,22/02/2016,15,Green Chilly,3200,3500,3400,
,23/02/2016,15,Green Chilly,3400,3600,3500,
,24/02/2016,14,Green Chilly,3400,3600,3500,
,25/02/2016,15,Green Chilly,3400,3600,3500,
,26/02/2016,15,Green Chilly,3400,3600,3500,
