Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Hajipur,17/09/2018,50,Other,5450,5470,5460,
,19/09/2018,10,Other,4270,4290,4280,
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Hajipur,17/09/2018,50,Other,5450,5470,5460,
,19/09/2018,10,Other,4270,4290,4280,
