,0
0,"2018-07-01,AHMEDABAD,0"
1,"2018-07-02,AHMEDABAD,30.0"
2,"2018-07-03,AHMEDABAD,30.0"
3,"2018-07-04,AHMEDABAD,30.0"
4,"2018-07-05,AHMEDABAD,30.0"
5,"2018-07-06,AHMEDABAD,30.0"
6,"2018-07-07,AHMEDABAD,30.0"
7,"2018-07-08,AHMEDABAD,0"
8,"2018-07-09,AHMEDABAD,30.0"
9,"2018-07-10,AHMEDABAD,0"
10,"2018-07-11,AHMEDABAD,35.0"
11,"2018-07-12,AHMEDABAD,35.0"
12,"2018-07-13,AHMEDABAD,35.0"
13,"2018-07-14,AHMEDABAD,0"
14,"2018-07-15,AHMEDABAD,0"
15,"2018-07-16,AHMEDABAD,30.0"
16,"2018-07-17,AHMEDABAD,30.0"
17,"2018-07-18,AHMEDABAD,35.0"
18,"2018-07-19,AHMEDABAD,40.0"
19,"2018-07-20,AHMEDABAD,35.0"
20,"2018-07-21,AHMEDABAD,35.0"
21,"2018-07-22,AHMEDABAD,0"
22,"2018-07-23,AHMEDABAD,35.0"
23,"2018-07-24,AHMEDABAD,45.0"
24,"2018-07-25,AHMEDABAD,40.0"
25,"2018-07-26,AHMEDABAD,40.0"
26,"2018-07-27,AHMEDABAD,40.0"
27,"2018-07-28,AHMEDABAD,30.0"
28,"2018-07-29,AHMEDABAD,0"
29,"2018-07-30,AHMEDABAD,40.0"
30,"2018-07-31,AHMEDABAD,30.0"
