,0
0,"2016-08-01,AHMEDABAD,25.0"
1,"2016-08-02,AHMEDABAD,30.0"
2,"2016-08-03,AHMEDABAD,30.0"
3,"2016-08-04,AHMEDABAD,30.0"
4,"2016-08-05,AHMEDABAD,25.0"
5,"2016-08-06,AHMEDABAD,30.0"
6,"2016-08-07,AHMEDABAD,0"
7,"2016-08-08,AHMEDABAD,25.0"
8,"2016-08-09,AHMEDABAD,30.0"
9,"2016-08-10,AHMEDABAD,25.0"
10,"2016-08-11,AHMEDABAD,30.0"
11,"2016-08-12,AHMEDABAD,30.0"
12,"2016-08-13,AHMEDABAD,30.0"
13,"2016-08-14,AHMEDABAD,0"
14,"2016-08-15,AHMEDABAD,0"
15,"2016-08-16,AHMEDABAD,30.0"
16,"2016-08-17,AHMEDABAD,30.0"
17,"2016-08-18,AHMEDABAD,30.0"
18,"2016-08-19,AHMEDABAD,30.0"
19,"2016-08-20,AHMEDABAD,25.0"
20,"2016-08-21,AHMEDABAD,0"
21,"2016-08-22,AHMEDABAD,25.0"
22,"2016-08-23,AHMEDABAD,25.0"
23,"2016-08-24,AHMEDABAD,30.0"
24,"2016-08-25,AHMEDABAD,0"
25,"2016-08-26,AHMEDABAD,20.0"
26,"2016-08-27,AHMEDABAD,20.0"
27,"2016-08-28,AHMEDABAD,0"
28,"2016-08-29,AHMEDABAD,20.0"
29,"2016-08-30,AHMEDABAD,20.0"
30,"2016-08-31,AHMEDABAD,25.0"
