,0
0,"2018-10-01,AHMEDABAD,20.0"
1,"2018-10-02,AHMEDABAD,0"
2,"2018-10-03,AHMEDABAD,20.0"
3,"2018-10-04,AHMEDABAD,20.0"
4,"2018-10-05,AHMEDABAD,20.0"
5,"2018-10-06,AHMEDABAD,20.0"
6,"2018-10-07,AHMEDABAD,0"
7,"2018-10-08,AHMEDABAD,20.0"
8,"2018-10-09,AHMEDABAD,18.0"
9,"2018-10-10,AHMEDABAD,20.0"
10,"2018-10-11,AHMEDABAD,15.0"
11,"2018-10-12,AHMEDABAD,15.0"
12,"2018-10-13,AHMEDABAD,20.0"
13,"2018-10-14,AHMEDABAD,0"
14,"2018-10-15,AHMEDABAD,18.0"
15,"2018-10-16,AHMEDABAD,0"
16,"2018-10-17,AHMEDABAD,15.0"
17,"2018-10-18,AHMEDABAD,0"
18,"2018-10-19,AHMEDABAD,0"
19,"2018-10-20,AHMEDABAD,0"
20,"2018-10-21,AHMEDABAD,0"
21,"2018-10-22,AHMEDABAD,20.0"
22,"2018-10-23,AHMEDABAD,20.0"
23,"2018-10-24,AHMEDABAD,20.0"
24,"2018-10-25,AHMEDABAD,20.0"
25,"2018-10-26,AHMEDABAD,20.0"
26,"2018-10-27,AHMEDABAD,0"
27,"2018-10-28,AHMEDABAD,0"
28,"2018-10-29,AHMEDABAD,20.0"
29,"2018-10-30,AHMEDABAD,20.0"
30,"2018-10-31,AHMEDABAD,15.0"
