,0
0,"2016-04-01,AHMEDABAD,15.0"
1,"2016-04-02,AHMEDABAD,15.0"
2,"2016-04-03,AHMEDABAD,0"
3,"2016-04-04,AHMEDABAD,15.0"
4,"2016-04-05,AHMEDABAD,15.0"
5,"2016-04-06,AHMEDABAD,15.0"
6,"2016-04-07,AHMEDABAD,15.0"
7,"2016-04-08,AHMEDABAD,15.0"
8,"2016-04-09,AHMEDABAD,15.0"
9,"2016-04-10,AHMEDABAD,0"
10,"2016-04-11,AHMEDABAD,15.0"
11,"2016-04-12,AHMEDABAD,15.0"
12,"2016-04-13,AHMEDABAD,15.0"
13,"2016-04-14,AHMEDABAD,0"
14,"2016-04-15,AHMEDABAD,0"
15,"2016-04-16,AHMEDABAD,16.0"
16,"2016-04-17,AHMEDABAD,0"
17,"2016-04-18,AHMEDABAD,15.0"
18,"2016-04-19,AHMEDABAD,15.0"
19,"2016-04-20,AHMEDABAD,0"
20,"2016-04-21,AHMEDABAD,15.0"
21,"2016-04-22,AHMEDABAD,15.0"
22,"2016-04-23,AHMEDABAD,15.0"
23,"2016-04-24,AHMEDABAD,0"
24,"2016-04-25,AHMEDABAD,15.0"
25,"2016-04-26,AHMEDABAD,20.0"
26,"2016-04-27,AHMEDABAD,20.0"
27,"2016-04-28,AHMEDABAD,20.0"
28,"2016-04-29,AHMEDABAD,16.0"
29,"2016-04-30,AHMEDABAD,18.0"
