,0
0,"2017-03-01,AHMEDABAD,15.0"
1,"2017-03-02,AHMEDABAD,15.0"
2,"2017-03-03,AHMEDABAD,18.0"
3,"2017-03-04,AHMEDABAD,18.0"
4,"2017-03-05,AHMEDABAD,0"
5,"2017-03-06,AHMEDABAD,20.0"
6,"2017-03-07,AHMEDABAD,18.0"
7,"2017-03-08,AHMEDABAD,18.0"
8,"2017-03-09,AHMEDABAD,18.0"
9,"2017-03-10,AHMEDABAD,20.0"
10,"2017-03-11,AHMEDABAD,0"
11,"2017-03-12,AHMEDABAD,0"
12,"2017-03-13,AHMEDABAD,0"
13,"2017-03-14,AHMEDABAD,20.0"
14,"2017-03-15,AHMEDABAD,20.0"
15,"2017-03-16,AHMEDABAD,20.0"
16,"2017-03-17,AHMEDABAD,20.0"
17,"2017-03-18,AHMEDABAD,18.0"
18,"2017-03-19,AHMEDABAD,0"
19,"2017-03-20,AHMEDABAD,20.0"
20,"2017-03-21,AHMEDABAD,0"
21,"2017-03-22,AHMEDABAD,20.0"
22,"2017-03-23,AHMEDABAD,20.0"
23,"2017-03-24,AHMEDABAD,20.0"
24,"2017-03-25,AHMEDABAD,0"
25,"2017-03-26,AHMEDABAD,0"
26,"2017-03-27,AHMEDABAD,20.0"
27,"2017-03-28,AHMEDABAD,20.0"
28,"2017-03-29,AHMEDABAD,20.0"
29,"2017-03-30,AHMEDABAD,20.0"
30,"2017-03-31,AHMEDABAD,20.0"
