,0
0,"2019-07-01,AHMEDABAD,0"
1,"2019-07-02,AHMEDABAD,0"
2,"2019-07-03,AHMEDABAD,0"
3,"2019-07-04,AHMEDABAD,0"
4,"2019-07-05,AHMEDABAD,0"
5,"2019-07-06,AHMEDABAD,0"
6,"2019-07-07,AHMEDABAD,0"
7,"2019-07-08,AHMEDABAD,0"
8,"2019-07-09,AHMEDABAD,0"
9,"2019-07-10,AHMEDABAD,0"
10,"2019-07-11,AHMEDABAD,0"
11,"2019-07-12,AHMEDABAD,0"
12,"2019-07-13,AHMEDABAD,0"
13,"2019-07-14,AHMEDABAD,0"
14,"2019-07-15,AHMEDABAD,0"
15,"2019-07-16,AHMEDABAD,0"
16,"2019-07-17,AHMEDABAD,0"
17,"2019-07-18,AHMEDABAD,45.0"
18,"2019-07-19,AHMEDABAD,45.0"
19,"2019-07-20,AHMEDABAD,0"
20,"2019-07-21,AHMEDABAD,0"
21,"2019-07-22,AHMEDABAD,0"
22,"2019-07-23,AHMEDABAD,60.0"
23,"2019-07-24,AHMEDABAD,50.0"
24,"2019-07-25,AHMEDABAD,50.0"
25,"2019-07-26,AHMEDABAD,50.0"
26,"2019-07-27,AHMEDABAD,50.0"
27,"2019-07-28,AHMEDABAD,0"
28,"2019-07-29,AHMEDABAD,40.0"
29,"2019-07-30,AHMEDABAD,50.0"
30,"2019-07-31,AHMEDABAD,40.0"
